18	46	64	128	0.999738	
58	43	64	128	0.998412	
98	162	64	128	0.991976	
111	55	64	128	0.98277	
75	180	64	128	0.981396	
19	130	64	128	0.945562	
0	229	64	128	0.887885	
27	214	64	128	0.878618	
62	217	93	275	0.845023	
16	41	93	275	0.835499	
63	234	64	128	0.834419	
111	49	93	275	0.697266	
105	225	64	128	0.618392	
